geo_point_2d;objektkate;objektart;objektname;objektzusa;i_beschr;i_zusinfo;strasse;hausnummer;ort;link;ptl_anschl;p_email;ostwert;hochwert;stadtbeznr;stadtbezbe;statbeznr;statbezibe;ubznr;ubz;sozialrnr;sozialrbe;aktionsrnr;aktionsrbz;kommune
51.475859256117715, 7.4400969824404015;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Hombruch;;;;Harkortstraße;53a;Dortmund;;;;391668.6499999524;5703898.239999847;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.50904445535441, 7.3802070756942735;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Immanuel;;;;Haumannstraße;5;Dortmund;;;;387591.34999994276;5707678.849999808;7;Lütgendortmund;740;Marten;742;Marten;102;Marten;102;Marten;Dortmund
51.526859506746284, 7.4132588841294655;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Heidegarten;3;Dortmund;;;;389927.86999994854;5709609.7099998295;8;Huckarde;820;Huckarde;824;Huckarde;111;Deusen/Huckarde;;;Dortmund
51.55033574991965, 7.5425762056602395;XE_SozialEinrichtung;Kindergarten;Waldorf-Kiga Scharnhorst;;;;Hesseweg;24;Dortmund;;;;398950.15999996685;5712033.799999898;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost;Dortmund
51.47874513212481, 7.433399511690558;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Hombrucher Bogen;34-36;Dortmund;;;;391210.4199999514;5704229.089999842;6;Hombruch;610;Barop;615;Zechenplatz;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.45841038138187, 7.442399045006332;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Hugo-Sickmann-Straße;30;Dortmund;;;;391787.239999953;5701954.459999847;6;Hombruch;670;Kirchhörde-Löttringhausen;672;Kirchhörde-Nord;093;Kirchhörde/Löttringhausen/Lücklemberg;;;Dortmund
51.570092566754965, 7.520868405285973;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Aloysius;;;;Im Schellenkai;10;Dortmund;;;;397489.569999964;5714261.089999889;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;;Dortmund
51.530829498524774, 7.544182390517891;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Brackel;;;;Kaldehofweg;53;Dortmund;;;;399018.3499999669;5709862.3699998995;3;Brackel;320;Brackel;322;Westheck;062;Brackel;;;Dortmund
51.55080955775403, 7.4591966315991325;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Barbara;;;;Kappenberger Straße;16;Dortmund;;;;393170.489999956;5712204.969999858;1;Eving;120;Eving;121;Niedereving;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II;Dortmund
51.47732404470769, 7.512023649700318;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Benninghofen;;;;Kattenkuhle;19 a;Dortmund;;;;396666.82999996276;5703957.169999884;5;Hörde;510;Benninghofen;511;Benninghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;;Dortmund
51.528190101962565, 7.488384827442558;XE_SozialEinrichtung;Kindergarten;DRK-Kiga Zwergenland;;;;Kirchderner Straße;54-56;Dortmund;;;;395142.12999995967;5709647.339999873;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz;Dortmund
51.52068093556347, 7.45542132443865;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Paulus;;;;Kirchenstraße;23;Dortmund;;;;392838.0099999549;5708860.039999856;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen;Dortmund
51.451872404323886, 7.4569399194173185;XE_SozialEinrichtung;Kindergarten;Johanniter-TEK;;;;Kobbendelle;2a;Dortmund;;;;392782.0799999549;5701206.029999857;6;Hombruch;670;Kirchhörde-Löttringhausen;675;Kirchhörde-West;093;Kirchhörde/Löttringhausen/Lücklemberg;;;Dortmund
51.5681864830716, 7.521690113726198;XE_SozialEinrichtung;Kindergarten;Consol-TEK;;;;Kornblumenstraße;8;Dortmund;;;;397542.22999996424;5714047.969999889;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;;Dortmund
51.47385622843897, 7.435060247863946;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Clemens;;;;Kuntzestraße;99;Dortmund;;;;391314.1199999518;5703682.959999844;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.5276474214062, 7.6085352519288;XE_SozialEinrichtung;Kindergarten;AWO TEK Langschede Straße;;;;Langschede Straße;12d;Dortmund;;;;403475.2039999736;5709421.649999924;3;Brackel;340;Wickede;344;Flughafen;064;Wickede;;;Dortmund
51.482444582024215, 7.5571219092741;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Leineweg;1;Dortmund;;;;399809.7699999682;5704463.919999904;4;Aplerbeck;410;Aplerbeck;415;Aplerbeck Bahnhof Süd;071;Aplerbeck;;;Dortmund
51.522506109198694, 7.461461371200073;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Leopoldstraße;60;Dortmund;;;;393261.30999995593;5709054.179999859;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt;Dortmund
51.47794180186109, 7.601457056640729;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Ligusterweg;4;Dortmund;;;;402878.5999999729;5703903.449999922;4;Aplerbeck;450;Sölderholz;451;Sölderholz;074;Sölde/Sölderholz;;;Dortmund
51.52577876919338, 7.487441310490247;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Lünener Straße;25;Dortmund;;;;395071.13999995985;5709380.539999874;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz;Dortmund
51.50054952046753, 7.333811011586121;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Marienborn;8-10;Dortmund;;;;384350.2999999335;5706806.469999772;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;;Dortmund
51.50684762375776, 7.370117413703612;XE_SozialEinrichtung;Kindergarten;EI KiCo e.V.;;;;Martener Straße;431;Dortmund;;;;386885.7599999406;5707450.099999801;7;Lütgendortmund;740;Marten;741;Germania;102;Marten;102;Marten;Dortmund
51.47720199535771, 7.428183928161412;XE_SozialEinrichtung;Kindergarten;EI Villa Kunterbunt e.V.;;;;Menglinghauser Straße;13;Dortmund;;;;390844.5699999505;5704065.24999984;6;Hombruch;610;Barop;614;Baroper Markt;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.47543194364756, 7.461138746933655;XE_SozialEinrichtung;Kindergarten;AWO TEK Mergelteichstraße;;;;Mergelteichstraße;12-14;Dortmund;;;;393128.86999995576;5703819.79999986;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.47342157312056, 7.462577510928846;XE_SozialEinrichtung;Kindergarten;Heilpädagogische Christopherus-Kita;;;;Mergelteichstraße;43 a;Dortmund;;;;393224.0899999558;5703594.139999859;6;Hombruch;680;Rombergpark-Lücklemberg;681;Rombergpark;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.57123833259827, 7.3755123398069;XE_SozialEinrichtung;Kindergarten;AWO TEK Molkereistraße;;;;Molkereistraße;10 f;Dortmund;;;;387419.15999994235;5714602.279999804;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;;Dortmund
51.492377137115696, 7.533232594211182;XE_SozialEinrichtung;Kindergarten;EI Die kleine Raupe e.V.;;;;Niergartenstraße;19;Dortmund;;;;398173.1599999656;5705601.4299998935;4;Aplerbeck;430;Schüren;432;Schüren-Alt;073;Schüren;;;Dortmund
51.52229588037119, 7.46671586795843;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Joseph;;;;Nordstraße;21-23;Dortmund;;;;393625.3399999566;5709023.149999862;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt;Dortmund
51.48260344025731, 7.494498316283953;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Zum Guten Hirten;;;;Nortkirchenstraße;5;Dortmund;;;;395461.90999996057;5704569.139999876;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde;Dortmund
51.52812156483519, 7.551025206559472;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Oesterstraße;66;Dortmund;;;;399487.00999996735;5709551.809999902;3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;;Dortmund
51.52715322223483, 7.408607458753148;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Urbanus;;;;Oskarweg;54;Dortmund;;;;389605.9299999479;5709649.379999827;8;Huckarde;820;Huckarde;824;Huckarde;111;Deusen/Huckarde;;;Dortmund
51.55128997588294, 7.475029565517573;XE_SozialEinrichtung;Kindergarten;Stadtteilschule Kita Krümelstube;;;;Osterfeldstraße;129;Dortmund;;;;394269.29999995785;5712235.389999865;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen;Dortmund
51.51556241454042, 7.36718535587333;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Osulfweg;44 a;Dortmund;;;;386703.9099999404;5708423.749999799;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;;Dortmund
51.45834249363697, 7.459522186054841;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Kirchhörde;;;;Peter-Hille-Straße;11;Dortmund;;;;392976.62999995524;5701921.749999857;6;Hombruch;670;Kirchhörde-Löttringhausen;674;Kirchhörde-Ost;093;Kirchhörde/Löttringhausen/Lücklemberg;;;Dortmund
51.47694637295817, 7.4520805627916165;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Brünninghausen;;;;Stockumer Straße;66;Dortmund;;;;392503.3899999545;5704001.469999854;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.5268212847083, 7.58280083733419;XE_SozialEinrichtung;Kindergarten;EI Max u. Moritz e.V.;;;;Pröbstingskamp;20;Dortmund;;;;401688.32999997115;5709364.039999913;3;Brackel;310;Asseln;313;Asseln Hellweg;061;Asseln;;;Dortmund
51.51858075174235, 7.524442834944237;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Meinolfus;;;;Rabenstraße;16  b;Dortmund;;;;397621.72999996436;5708527.66999989;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;;Dortmund
51.52476192372177, 7.390869196213858;XE_SozialEinrichtung;Kindergarten;EI Astrid-Lindgren Ev. Kiga-Verein Rahm-Kirchlinde;;;;Rahmer Straße;251;Dortmund;;;;388369.6599999448;5709410.369999815;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;;Dortmund
51.51217895781192, 7.436103373248083;XE_SozialEinrichtung;Kindergarten;Villa Pusteblume;;;;Rheinische Straße;168;Dortmund;;;;391477.6099999519;5707943.049999844;10;Innenstadt-West;020;Dorstfelder Brücke;023;Union;013;Dorstfelder Brücke;013;Dorstfelder Brücke;Dortmund
51.51288417897214, 7.447198240972031;XE_SozialEinrichtung;Kindergarten;EKK TEK Unterm U;;;;Rheinische Straße;66;Dortmund;;;;392249.1299999537;5708005.079999851;10;Innenstadt-West;020;Dorstfelder Brücke;022;Dorstfelder Brücke;013;Dorstfelder Brücke;013;Dorstfelder Brücke;Dortmund
51.550196425665725, 7.371295256170652;XE_SozialEinrichtung;Kindergarten;Kath. Kiga Maria Heimsuchung;;;;Rohdesdiek;12;Dortmund;;;;387074.8099999414;5712268.829999803;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde;Dortmund
51.520134182444224, 7.472241900411749;XE_SozialEinrichtung;Kindergarten;EKK TEK Rolandstraße;;;;Rolandstraße;11;Dortmund;;;;394003.6799999577;5708774.739999865;20;Innenstadt-Nord;050;Nordmarkt;052;Nordmarkt-Südost;022;Nordmarkt;022;Nordmarkt;Dortmund
51.530618386342404, 7.61146500994183;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Rübenkamp;;;;Rübenkamp;33;Dortmund;;;;403684.6999999741;5709748.179999924;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;;Dortmund
51.531288272106586, 7.614572338082295;XE_SozialEinrichtung;Kindergarten;EI Pumuckl e.V.;;;;Rübenkamp;64;Dortmund;;;;403901.63999997434;5709818.589999924;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;;Dortmund
51.488646757973896, 7.501852329726989;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Clara;;;;Schultenstraße;3;Dortmund;;;;395986.27999996115;5705230.709999881;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde;Dortmund
51.49597600998682, 7.5120562329185825;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Steinkühlerweg;74;Dortmund;;;;396711.24999996275;5706031.309999885;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde;Dortmund
51.5208530036141, 7.46045864380157;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Steinstraße;37;Dortmund;;;;393187.8799999557;5708871.809999859;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt;Dortmund
51.483110844556926, 7.427302252250684;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Barop;;;;Stockumer Straße;275;Dortmund;;;;390797.45999995054;5704723.649999839;6;Hombruch;610;Barop;612;Ostenbergstraße;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.47796458197709, 7.443900268765609;XE_SozialEinrichtung;Kindergarten;AWO Kiga Hombruch;;;;Tetschener Straße;2-4;Dortmund;;;;391937.7399999533;5704126.739999848;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.522061388786284, 7.457787780842007;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Uhlandstraße;3;Dortmund;;;;393005.4199999554;5709010.089999856;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt;Dortmund
51.50628880964907, 7.483688146101082;XE_SozialEinrichtung;Kindergarten;AWO TEK DSW21;;;;Von-den-Berken-Straße;2;Dortmund;;;;394765.87999995897;5707218.549999871;30;Innenstadt-Ost;080;Westfalendamm;081;Westfalendamm-Nord;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;;Dortmund
51.54395363080193, 7.532563219299152;XE_SozialEinrichtung;Kindergarten;EI Bienchen  II e.V.;;;;Westholz;70;Dortmund;;;;398241.70999996545;5711337.949999894;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;;Dortmund
51.528332577795865, 7.395865871566501;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Westhusener Straße;16;Dortmund;;;;388724.9799999455;5709799.829999819;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;;Dortmund
51.57465944890422, 7.385823303057702;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Mengede;;;;Wiedenhof;2 a;Dortmund;;;;388142.089999944;5714966.899999813;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;;Dortmund
51.531988151943516, 7.381089438489513;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Kichlinde-Rahm;;;;Willstätter Straße;55 a;Dortmund;;;;387709.0299999428;5710228.919999808;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;;Dortmund
51.49565788803645, 7.445903866399994;XE_SozialEinrichtung;Kindergarten;EI Möhrenbande e.V.;;;;Wittekindstraße;100a;Dortmund;;;;392118.63999995356;5706091.34999985;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;;Dortmund
51.51199055657172, 7.423415246527913;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Wittener straße;10-14;Dortmund;;;;390596.74999995006;5707940.989999837;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld;Dortmund
51.57397349202009, 7.45856334263465;XE_SozialEinrichtung;Kindergarten;EKK TEK Brechtener Heide;;;;Wittichstraße;186;Dortmund;;;;393180.87999995565;5714781.849999857;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;;Dortmund
51.56278017504156, 7.374755832147294;XE_SozialEinrichtung;Kindergarten;FABIDO TEK Worderfeld;;;;Worderfeld;12;Dortmund;;;;387345.8299999421;5713662.859999805;9;Mengede;940;Oestrich;940;Oestrich;122;Mengede/Oestrich/Schwieringhausen;;;Dortmund
51.521455374135705, 7.445260407123872;XE_SozialEinrichtung;Kindergarten;Kinderschutzbund TEK Yorckstraße;;;;Yorckstraße;8;Dortmund;;;;392134.9199999535;5708961.08999985;20;Innenstadt-Nord;040;Hafen;042;Hafen-Süd;021;Hafen;021;Hafen;Dortmund
51.55249886946972, 7.363651269089455;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Bodelschwingh;;;;Zur Hunnenboke;4;Dortmund;;;;386550.57999994006;5712536.699999796;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde;Dortmund
51.52816102656771, 7.412889688132741;XE_SozialEinrichtung;KinderbetreuungKurzzeit;Caritasverband Dortmund;Kinder-Förderzentrum;;;Arminiusstraße;87;Dortmund;http://www.caritasdortmund.de/web/index.php?id=376;;;389905.4;5709755;8;Huckarde;820;Huckarde;824;Huckarde;111;Deusen/Huckarde;;;Dortmund
51.5565807459389, 7.543591784394112;XE_SozialEinrichtung;KinderbetreuungKurzzeit;Caritasverband Dortmund;Kinder-Förderzentrum, Außenstelle Scharnhorst;;;Severingstraße;27;Dortmund;http://www.caritasdortmund.de/web/index.php?id=376;;;399034.4;5712726.88;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost;Dortmund
51.51513506184764, 7.35340597773243;XE_SozialEinrichtung;Kindergarten;EI Westricher Spielmäuse e.V.;;;;Hangeneystraße;174;Dortmund;;;;385746.7899999379;5708397.64999979;7;Lütgendortmund;760;Westrich;760;Westrich;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich;Dortmund
51.515409733576526, 7.559816703459183;XE_SozialEinrichtung;Kindergarten;EI Mini Club e.V.;;;;Haslindestraße;44;Dortmund;;;;400069.0099999683;5708126.139999905;3;Brackel;320;Brackel;328;Funkturmsiedlung;062;Brackel;;;Dortmund
51.48711579900034, 7.378496125709044;XE_SozialEinrichtung;Kindergarten;Kath. Kiga Christus unser Fiede;;;;Hedwigstraße;18;Dortmund;;;;387418.5999999423;5705242.939999808;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;;Dortmund
51.51218763682692, 7.474726588327619;XE_SozialEinrichtung;Kindergarten;Ev. Kiga St. Reinoldi und St. Marien;;;;Heiliger Weg;30;Dortmund;;;;394157.639999958;5707887.449999865;30;Innenstadt-Ost;070;Kaiserbrunnen;071;Kaiserbrunnen;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;;Dortmund
51.52864850737766, 7.483965182542066;XE_SozialEinrichtung;Kindergarten;EI Kinder mit Zukunft e.V. -Schiffskoje-;;;;Hirtenstraße;2;Dortmund;;;;394836.6199999593;5709704.659999871;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz;Dortmund
51.51669152348609, 7.408697723088792;XE_SozialEinrichtung;Kindergarten;EI Bambini e.V.;;;;Höfkerstraße;5;Dortmund;;;;389586.8899999479;5708485.859999828;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld;Dortmund
51.51669152348609, 7.408697723088792;XE_SozialEinrichtung;Kindergarten;EI Kinderkiste e.V.;;;;Höfkerstraße;5;Dortmund;;;;389586.8899999479;5708485.859999828;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld;Dortmund
51.53547780688893, 7.558761165806849;XE_SozialEinrichtung;Kindergarten;EKK TEK Hohenbuschei;;;;Hohenbuschei-Allee;20;Dortmund;;;;400039.7299999685;5710359.2699999055;3;Brackel;320;Brackel;321;Brackeler Feld;062;Brackel;;;Dortmund
51.49463968202444, 7.4909474335934485;XE_SozialEinrichtung;Kindergarten;Waldorf-Kiga Hörde;;;;Konrad-Glocker-Straße;20;Dortmund;;;;395242.9499999602;5705912.699999874;30;Innenstadt-Ost;080;Westfalendamm;083;Westfalendamm-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;;Dortmund
51.48242415003052, 7.561299150523337;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Aplerbecker Mark;;;;Schwerter Straße;284;Dortmund;;;;400099.7699999686;5704455.939999906;4;Aplerbeck;410;Aplerbeck;417;Schwerter Straße;071;Aplerbeck;;;Dortmund
51.556580745937985, 7.543591784393662;XE_SozialEinrichtung;Kindergarten;Caritas-TEK Montessori-Kinderhaus;;;;Severingstraße;27;Dortmund;;;;399034.3999999667;5712726.879999899;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost;Dortmund
51.524526852708206, 7.364556731993345;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Siepmannstraße;93;Dortmund;;;;386543.80999994;5709424.699999797;8;Huckarde;840;Kirchlinde;841;Kirchlinde-Alt;112;Rahm/Kirchlinde;;;Dortmund
51.49824940123597, 7.588711882607623;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Sölde;;;;Sölder Straße;84 a;Dortmund;;;;402037.08999997145;5706178.749999916;4;Aplerbeck;440;Sölde;441;Sölde-Nord;074;Sölde/Sölderholz;;;Dortmund
51.496416322998485, 7.352892138363065;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Somborner Feldweg;11;Dortmund;;;;385664.2899999375;5706316.869999788;7;Lütgendortmund;730;Lütgendortmund;734;Lütgendortmund-Ost;101;Lütgendortmund;;;Dortmund
51.444681589200194, 7.457874079998894;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Spissenagelstraße;19;Dortmund;;;;392830.14999995497;5700405.019999857;6;Hombruch;620;Bittermark;620;Bittermark;093;Kirchhörde/Löttringhausen/Lücklemberg;;;Dortmund
51.54960281754758, 7.485176730287903;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Steiermarkstraße;69;Dortmund;;;;394968.9099999596;5712033.149999873;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen;Dortmund
51.57691962139968, 7.567328889000119;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Michael;;;;Steinhofstraße;4;Dortmund;;;;400724.2099999696;5714956.199999908;2;Scharnhorst;250;Lanstrop;251;Lanstrop-Neu;052;Husen/Kurl/Lanstrop;;;Dortmund
51.495272945666194, 7.509893279106277;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Georg;;;;Steinkühlerweg;215;Dortmund;;;;396559.51999996253;5705956.179999882;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde;Dortmund
51.478419552738764, 7.40684773464338;XE_SozialEinrichtung;Kindergarten;Kath. Kiga Maria-Königin;;;;Stortsweg;43;Dortmund;;;;389365.89999994705;5704232.669999825;6;Hombruch;640;Eichlinghofen;641;Eichlinghofen;092;Menglinghausen;;;Dortmund
